budget,bd_batch_size,ar_batch_size,matched_batch_size,batch_sizes_match,bd_n_opt,bd_d_opt,bd_d_over_n,bd_val_nelbo,ar_n_opt,ar_d_opt,ar_d_over_n,ar_val_ce,matched_n_opt,matched_d_opt,matched_d_over_n,matched_val_nelbo,matched_nelbo_improvement,matched_relative_nelbo_improvement,matched_realized_compute,matched_realized_to_nominal_compute,bd_predicted_nelbo_at_matched_realized_compute,matched_realized_compute_adjusted_nelbo_improvement,matched_realized_compute_adjusted_relative_nelbo_improvement
100000000000000.0,64,128,128,False,248960.1622860859,43534824.518042214,174.86662973819617,5.634611688373752,539211.4483249827,28210208.26371963,52.31752469527936,4.888840304325029,258390.7315117417,41910589.48630277,162.19850163007214,5.542997347581036,0.09161434079271658,0.01625921107957629,87474416698432.4,0.8747441669843241,,,
300000000000000.0,64,128,128,False,378986.8641465916,84903174.72291337,224.0266952631713,5.260113821397738,874284.5439587202,52646141.98326567,60.21625607709632,4.556912663481739,439243.4599191845,69864427.30178423,159.05627215175485,5.287831325663319,-0.027717504265581283,-0.0052693734787313175,258775117584166.28,0.8625837252805543,,,
1000000000000000.0,64,128,128,False,840603.864274563,99215608.55431607,118.02897032829922,4.991738140537336,1884743.9269087643,80202102.64528705,42.553315333839215,4.177342319089632,846384.6912474759,98537842.97262551,116.42205251537786,4.950688257552912,0.04104988298442436,0.008223564984521712,817512273179638.9,0.8175122731796389,,,
3000000000000000.0,64,128,128,False,1177886.4316981817,203502268.02063072,172.7690060299256,4.691969624915089,3550777.8859248823,128487516.38357651,36.18573746696323,3.849756231716782,1015465.6314924735,235972286.7562643,232.3784079323745,4.703409403472477,-0.011439778557388536,-0.0024381612567655024,2429471468277479.5,0.8098238227591598,,,
1e+16,64,128,128,False,1973086.869577906,360117171.11113894,182.51460524299026,4.46027658816692,7747551.331405332,198647659.8342461,25.640057269322188,3.568699626552643,2128668.1992008793,324535207.7345354,152.45927376392842,4.427001440706107,0.03327514746081306,0.007460332740147051,7834884773502325.0,0.7834884773502325,,,
3e+16,128,128,128,True,4416214.040218643,463231371.55254465,104.89332431215459,4.14034550445335,12559386.676739622,370631686.063093,29.510333235421005,3.3724877062918743,6210998.964907423,328006105.2671347,52.81052325405174,4.110956296415779,0.02938920803757128,0.007098250135395775,2.3314787350607892e+16,0.7771595783535964,4.190639724499239,0.0796834280834604,0.019014621471184136
1e+17,128,128,128,True,9338047.38989171,729395840.3495312,78.11010266868968,3.8806446748902204,19830696.346363876,786586548.9749814,39.66509976434633,3.1759318394865375,10562832.319828033,645812130.2237272,61.140053223361335,3.8454019966924875,0.03524267819773286,0.009081655536713069,7.763468357675526e+16,0.7763468357675526,3.9360010314015663,0.09059903470907882,0.023018041404531214
3e+17,128,128,128,True,13087313.710130824,1567726897.3475502,119.78981570022125,3.6637197191534483,52042448.923073,912891346.4339168,17.541283420065707,3.0153034784296935,23612108.908598803,869190798.5938061,36.81123113392356,3.649539969096793,0.014179750056655394,0.003870315183371018,2.325477883419437e+17,0.7751592944731457,3.7172828575982235,0.06774288850143062,0.01822376480255259
1e+18,128,128,128,True,24501473.631238334,2793229578.37896,114.00251349852327,3.449145517651999,94696633.94170119,1686720750.731916,17.811834280934683,2.799685814262233,46117404.311183564,1530836253.839702,33.194328187036994,3.4482311405294865,0.0009143771225126329,0.00026510250664491935,7.784605102772865e+17,0.7784605102772865,3.490443598263168,0.04221245773368132,0.012093722916676288
