budget,d_opt,fit_method,loss_min,n_fit_points,n_opt,n_points,realized_compute_opt,realized_to_nominal_compute,tokens_per_parameter
3e+17,1150895467.8738163,local_bracketing3_l2_quadratic_in_log10_n,3.6426962302666652,3,17834813.5198509,6,2.7476109078712986e+17,0.9158703026237662,64.53083832880121
