p_ar,budget,size,n_params,steps,ar_steps,bd_steps,learning_rate,val_nelbo,val_masked_ce_t0.5,clean_tokens,realized_flops,effective_compute_parameters,duration_seconds,result_path
0.3,300000000000000.0,0.01M,11152,16195,4859,11336,0.027,2.0558559775352476,2.060749280452728,530677760,299976691286016,47105.90774930534,151.02212702017277,results_p_ar/runs/p_ar_0.3/3e14/0.01M/lr_2.7e-02/result.json
0.3,300000000000000.0,0.02M,22488,10097,3029,7068,0.009,1.9191105663776398,1.9245766818523407,330858496,299985892540416,75557.45033178171,94.20909641869366,results_p_ar/runs/p_ar_0.3/3e14/0.02M/lr_9.0e-03/result.json
0.3,300000000000000.0,0.04M,39968,6985,2096,4889,0.009,1.8384460270404817,1.8358613073825836,228884480,299991130177536,109222.17551896922,70.37551807798445,results_p_ar/runs/p_ar_0.3/3e14/0.04M/lr_9.0e-03/result.json
0.3,300000000000000.0,0.1M,114192,3076,923,2153,0.003,1.7647725820541382,1.7579374194145203,100794368,299897777553408,247945.21716514954,45.488421307876706,results_p_ar/runs/p_ar_0.3/3e14/0.1M/lr_3.0e-03/result.json
0.3,300000000000000.0,0.2M,205504,2029,609,1420,0.003,1.757222592830658,1.7495493769645691,66486272,299848905523200,375828.092656481,36.940461185760796,results_p_ar/runs/p_ar_0.3/3e14/0.2M/lr_3.0e-03/result.json
0.3,300000000000000.0,0.4M,393360,1175,353,822,0.003,1.7442793190479278,1.7333925008773803,38502400,299850635673600,648986.8936170213,30.649782463908195,results_p_ar/runs/p_ar_0.3/3e14/0.4M/lr_3.0e-03/result.json
0.3,300000000000000.0,0.8M,781920,638,191,447,0.003,1.8324168920516968,1.8259242475032806,20905984,299805821632512,1195055.8495297807,25.756752642802894,results_p_ar/runs/p_ar_0.3/3e14/0.8M/lr_3.0e-03/result.json
0.3,300000000000000.0,1.6M,1591680,353,106,247,0.003,2.0520591139793396,2.051793611049652,11567104,299863929520128,2160321.269121813,19.494376219809055,results_p_ar/runs/p_ar_0.3/3e14/1.6M/lr_3.0e-03/result.json
0.3,1000000000000000.0,0.04M,39968,23282,6985,16297,0.027,1.8084761142730712,1.801574045419693,762904576,999959260299264,109227.21003350227,255.6788216009736,results_p_ar/runs/p_ar_0.3/1e15/0.04M/lr_2.7e-02/result.json
0.3,1000000000000000.0,0.1M,114192,10256,3077,7179,0.009,1.6789152383804322,1.6652035593986512,336068608,999956466892800,247954.4461778471,148.61781761143357,results_p_ar/runs/p_ar_0.3/1e15/0.1M/lr_9.0e-03/result.json
0.3,1000000000000000.0,0.2M,205504,6766,2030,4736,0.003,1.6655755937099457,1.6579226195812224,221708288,999983897640960,375863.2219923145,122.7944515561685,results_p_ar/runs/p_ar_0.3/1e15/0.2M/lr_3.0e-03/result.json
0.3,1000000000000000.0,0.4M,393360,3917,1175,2742,0.003,1.610988736152649,1.5946625769138336,128352256,999935107399680,649212.7852948685,109.10907522775233,results_p_ar/runs/p_ar_0.3/1e15/0.4M/lr_3.0e-03/result.json
0.3,1000000000000000.0,0.8M,781920,2129,639,1490,0.001,1.6348924815654755,1.6135007381439208,69763072,999868625584128,1194362.3334899014,88.47177913691849,results_p_ar/runs/p_ar_0.3/1e15/0.8M/lr_1.0e-03/result.json
0.3,1000000000000000.0,1.6M,1591680,1176,353,823,0.003,1.6537262320518493,1.639782828092575,38535168,999062677487616,2160499.8095238097,55.66439388692379,results_p_ar/runs/p_ar_0.3/1e15/1.6M/lr_3.0e-03/result.json
0.4,10000000000000.0,0.002M,2232,1946,778,1168,0.027,2.4610144972801207,2.469781446456909,63766528,9998614659072,13066.696813977389,14.706659811548889,results_p_ar/runs/p_ar_0.4/1e13/0.002M/lr_2.7e-02/result.json
0.4,10000000000000.0,0.005M,4308,1249,500,749,0.081,2.3109048128128054,2.316561925411224,40927232,9998134935552,20357.543634907925,17.618801626376808,results_p_ar/runs/p_ar_0.4/1e13/0.005M/lr_8.1e-02/result.json
0.4,10000000000000.0,0.01M,11152,592,237,355,0.027,2.23111914396286,2.234894132614136,19398656,9988164550656,42907.45945945946,7.661926940083504,results_p_ar/runs/p_ar_0.4/1e13/0.01M/lr_2.7e-02/result.json
0.4,10000000000000.0,0.02M,22488,369,148,221,0.027,2.311238241195679,2.3155979990959166,12091392,9999951593472,68919.21951219512,5.104903153143823,results_p_ar/runs/p_ar_0.4/1e13/0.02M/lr_2.7e-02/result.json
0.4,10000000000000.0,0.04M,39968,254,102,152,0.009,2.368869256973267,2.3739330768585205,8323072,9970573639680,99828.66141732283,3.679076751694083,results_p_ar/runs/p_ar_0.4/1e13/0.04M/lr_9.0e-03/result.json
0.4,30000000000000.0,0.01M,11152,1777,711,1066,0.027,2.137443685531616,2.1439002633094786,58228736,29987954491392,42916.88913899831,17.37451141513884,results_p_ar/runs/p_ar_0.4/3e13/0.01M/lr_2.7e-02/result.json
0.4,30000000000000.0,0.02M,22488,1105,442,663,0.027,2.0597029864788055,2.061365032196045,36208640,29976582684672,68990.4,12.145729783922434,results_p_ar/runs/p_ar_0.4/3e13/0.02M/lr_2.7e-02/result.json
0.4,30000000000000.0,0.04M,39968,762,305,457,0.009,2.0028945803642273,2.0025636851787567,24969216,29948110700544,99950.11023622047,9.152786459773779,results_p_ar/runs/p_ar_0.4/3e13/0.04M/lr_9.0e-03/result.json
0.4,30000000000000.0,0.1M,114192,335,134,201,0.009,2.149178111553192,2.150757670402527,10977280,29992106852352,227683.2,6.22700460255146,results_p_ar/runs/p_ar_0.4/3e13/0.1M/lr_9.0e-03/result.json
0.4,30000000000000.0,0.2M,205504,220,88,132,0.009,2.4563755989074707,2.4629447221755982,7208960,29946827243520,346176.0,4.639420825056732,results_p_ar/runs/p_ar_0.4/3e13/0.2M/lr_9.0e-03/result.json
0.4,100000000000000.0,0.01M,11152,5925,2370,3555,0.009,2.0712175011634826,2.0774668574333193,194150400,99998949703680,42921.6,54.35467601660639,results_p_ar/runs/p_ar_0.4/1e14/0.01M/lr_9.0e-03/result.json
0.4,100000000000000.0,0.02M,22488,3685,1474,2211,0.009,1.9676276206970216,1.9668395102024079,120750080,99967155830784,68990.4,35.16564764268696,results_p_ar/runs/p_ar_0.4/1e14/0.02M/lr_9.0e-03/result.json
0.4,100000000000000.0,0.04M,39968,2544,1018,1526,0.009,1.899875545501709,1.8992552876472473,83361792,99993985744896,99959.84905660378,27.172306921333075,results_p_ar/runs/p_ar_0.4/1e14/0.04M/lr_9.0e-03/result.json
0.4,100000000000000.0,0.1M,114192,1117,447,670,0.003,1.89364755153656,1.8915570557117463,36601856,99987587334144,227646.897045658,17.01049352902919,results_p_ar/runs/p_ar_0.4/1e14/0.1M/lr_3.0e-03/result.json
0.4,100000000000000.0,0.2M,205504,734,294,440,0.009,1.9177700221538543,1.9156164407730103,24051712,99866797670400,346014.1689373297,13.862393094226718,results_p_ar/runs/p_ar_0.4/1e14/0.2M/lr_9.0e-03/result.json
0.4,100000000000000.0,0.4M,393360,424,170,254,0.003,2.0047477900981905,2.0012790679931642,13893632,99808664616960,598647.5471698113,12.144899245351553,results_p_ar/runs/p_ar_0.4/1e14/0.4M/lr_3.0e-03/result.json
0.4,100000000000000.0,0.8M,781920,230,92,138,0.003,2.2368096113204956,2.236980414390564,7536640,99861034696704,1104172.8,8.622417343780398,results_p_ar/runs/p_ar_0.4/1e14/0.8M/lr_3.0e-03/result.json
0.4,300000000000000.0,0.01M,11152,17775,7110,10665,0.027,2.0646671772003176,2.0738890409469604,582451200,299996849111040,42921.6,162.01114954520017,results_p_ar/runs/p_ar_0.4/3e14/0.01M/lr_2.7e-02/result.json
0.4,300000000000000.0,0.02M,22488,11059,4424,6635,0.009,1.9179834306240082,1.9211029708385468,362381312,299999651954688,68988.02495704856,101.0424925442785,results_p_ar/runs/p_ar_0.4/3e14/0.02M/lr_9.0e-03/result.json
0.4,300000000000000.0,0.04M,39968,7630,3052,4578,0.009,1.8266279220581054,1.8244225144386292,250019840,299947001905152,99974.4,81.80498119071126,results_p_ar/runs/p_ar_0.4/3e14/0.04M/lr_9.0e-03/result.json
0.4,300000000000000.0,0.1M,114192,3350,1340,2010,0.003,1.7544610500335693,1.748587679862976,109772800,299921068523520,227683.2,48.53528995066881,results_p_ar/runs/p_ar_0.4/3e14/0.1M/lr_3.0e-03/result.json
0.4,300000000000000.0,0.2M,205504,2204,882,1322,0.003,1.7482107758522034,1.7422285497188568,72220672,299966052433920,346122.1052631579,36.80740444082767,results_p_ar/runs/p_ar_0.4/3e14/0.2M/lr_3.0e-03/result.json
0.4,300000000000000.0,0.4M,393360,1273,509,764,0.003,1.737453854084015,1.727581250667572,41713664,299937269022720,599198.6802827965,30.37299746181816,results_p_ar/runs/p_ar_0.4/3e14/0.4M/lr_3.0e-03/result.json
0.4,300000000000000.0,0.8M,781920,690,276,414,0.003,1.8121922612190247,1.8070215702056884,22609920,299583104090112,1104172.8,26.729765539988875,results_p_ar/runs/p_ar_0.4/3e14/0.8M/lr_3.0e-03/result.json
0.4,300000000000000.0,1.6M,1591680,380,152,228,0.003,1.9864742934703827,1.983255797624588,12451840,299303184629760,2003072.0,20.718579214066267,results_p_ar/runs/p_ar_0.4/3e14/1.6M/lr_3.0e-03/result.json
0.4,1000000000000000.0,0.1M,114192,11169,4468,6701,0.009,1.6921395242214203,1.6768302083015443,365985792,999913905192960,227675.93875906526,160.70779924560338,results_p_ar/runs/p_ar_0.4/1e15/0.1M/lr_9.0e-03/result.json
0.4,1000000000000000.0,0.2M,205504,7346,2938,4408,0.003,1.652781718969345,1.635907381772995,240713728,999998493818880,346192.1698883746,129.07148416806012,results_p_ar/runs/p_ar_0.4/1e15/0.2M/lr_3.0e-03/result.json
0.4,1000000000000000.0,0.4M,393360,4244,1698,2546,0.003,1.6322549641132356,1.6161681294441224,139067392,999737901711360,599072.7992459943,108.65000932011753,results_p_ar/runs/p_ar_0.4/1e15/0.4M/lr_3.0e-03/result.json
0.4,1000000000000000.0,0.8M,781920,2303,921,1382,0.001,1.636607789993286,1.6171818554401398,75464704,999983910223872,1104251.2340425532,92.54604463558644,results_p_ar/runs/p_ar_0.4/1e15/0.8M/lr_1.0e-03/result.json
0.4,1000000000000000.0,1.6M,1591680,1269,508,761,0.003,1.6575229167938232,1.6391494572162628,41582592,999267074310144,2002574.928289992,56.307507786899805,results_p_ar/runs/p_ar_0.4/1e15/1.6M/lr_3.0e-03/result.json
0.5,10000000000000.0,0.002M,2232,2163,1082,1081,0.027,2.5323154449462892,2.5358079791069033,70877184,9992804499456,11748.967175219603,18.03335619904101,results_p_ar/runs/p_ar_0.5/1e13/0.002M/lr_2.7e-02/result.json
0.5,10000000000000.0,0.005M,4308,1386,693,693,0.081,2.3480677247047423,2.34671311378479,45416448,9999611854848,18348.0,18.23403531499207,results_p_ar/runs/p_ar_0.5/1e13/0.005M/lr_8.1e-02/result.json
0.5,10000000000000.0,0.01M,11152,657,329,328,0.027,2.261347234249115,2.2676055908203123,21528576,9998941814784,38704.14611872146,8.258870661258698,results_p_ar/runs/p_ar_0.5/1e13/0.01M/lr_2.7e-02/result.json
0.5,10000000000000.0,0.02M,22488,407,204,203,0.027,2.2354171752929686,2.23701753616333,13336576,9977358974976,62343.3316953317,5.040607050061226,results_p_ar/runs/p_ar_0.5/1e13/0.02M/lr_2.7e-02/result.json
0.5,10000000000000.0,0.04M,39968,280,140,140,0.009,2.425330662727356,2.4290046453475953,9175040,9988315545600,90720.0,4.112213133834302,results_p_ar/runs/p_ar_0.5/1e13/0.04M/lr_9.0e-03/result.json
0.5,30000000000000.0,0.01M,11152,1969,985,984,0.027,2.1252071380615236,2.129457950592041,64520192,29982820663296,38725.37125444388,18.755061778239906,results_p_ar/runs/p_ar_0.5/3e13/0.01M/lr_2.7e-02/result.json
0.5,30000000000000.0,0.02M,22488,1222,611,611,0.027,2.062261402606964,2.065308690071106,40042496,29995353243648,62424.0,13.37734377849847,results_p_ar/runs/p_ar_0.5/3e13/0.02M/lr_2.7e-02/result.json
0.5,30000000000000.0,0.04M,39968,841,421,420,0.009,2.0419853806495665,2.0438108086585998,27557888,29982424301568,90664.97978596909,9.761160190217197,results_p_ar/runs/p_ar_0.5/3e13/0.04M/lr_9.0e-03/result.json
0.5,30000000000000.0,0.1M,114192,367,184,183,0.009,2.1772053837776184,2.1813361644744873,12025856,29891242229760,207131.7711171662,6.570886999368668,results_p_ar/runs/p_ar_0.5/3e13/0.1M/lr_9.0e-03/result.json
0.5,30000000000000.0,0.2M,205504,241,121,120,0.009,2.3448299527168275,2.349578857421875,7897088,29932860211200,315863.90041493776,4.789030220359564,results_p_ar/runs/p_ar_0.5/3e13/0.2M/lr_9.0e-03/result.json
0.5,100000000000000.0,0.01M,11152,6565,3283,3282,0.009,2.0817722916603087,2.088311159610748,215121920,99987323092992,38732.812185833965,59.301594231277704,results_p_ar/runs/p_ar_0.5/1e14/0.01M/lr_9.0e-03/result.json
0.5,100000000000000.0,0.02M,22488,4073,2037,2036,0.009,1.9668916463851929,1.971140342950821,133464064,99963418705920,62415.93911122023,41.856181528419256,results_p_ar/runs/p_ar_0.5/1e14/0.02M/lr_9.0e-03/result.json
0.5,100000000000000.0,0.04M,39968,2803,1402,1401,0.009,1.9134941816329956,1.9143132030963899,91848704,99971978231808,90703.4919728862,29.552402923814952,results_p_ar/runs/p_ar_0.5/1e14/0.04M/lr_9.0e-03/result.json
0.5,100000000000000.0,0.1M,114192,1226,613,613,0.003,1.8933749794960022,1.891532689332962,40173568,99987832700928,207408.0,18.83708782400936,results_p_ar/runs/p_ar_0.5/1e14/0.1M/lr_3.0e-03/result.json
0.5,100000000000000.0,0.2M,205504,803,402,401,0.009,1.9188737452030182,1.9138435125350952,26312704,99870950031360,316295.09339975094,14.55289681814611,results_p_ar/runs/p_ar_0.5/1e14/0.2M/lr_9.0e-03/result.json
0.5,100000000000000.0,0.4M,393360,463,232,231,0.003,2.003946316242218,2.0040987193584443,15171584,99859216465920,548499.1792656587,12.701518767513335,results_p_ar/runs/p_ar_0.5/1e14/0.4M/lr_3.0e-03/result.json
0.5,100000000000000.0,0.8M,781920,251,126,125,0.003,2.1643106818199156,2.163267982006073,8224768,99887194570752,1012056.860557769,8.643970062024891,results_p_ar/runs/p_ar_0.5/1e14/0.8M/lr_3.0e-03/result.json
0.5,300000000000000.0,0.01M,11152,19695,9848,9847,0.027,2.0393826961517334,2.046181833744049,645365760,299978427727872,38734.937395277986,187.1771083343774,results_p_ar/runs/p_ar_0.5/3e14/0.01M/lr_2.7e-02/result.json
0.5,300000000000000.0,0.02M,22488,12221,6111,6110,0.009,1.934620976448059,1.9382255315780639,400457728,299965168484352,62421.31347680223,107.39636304229498,results_p_ar/runs/p_ar_0.5/3e14/0.02M/lr_9.0e-03/result.json
0.5,300000000000000.0,0.04M,39968,8409,4205,4204,0.009,1.8582387626171113,1.8525752663612365,275546112,299952324476928,90714.4973242954,79.83037157915533,results_p_ar/runs/p_ar_0.5/3e14/0.04M/lr_9.0e-03/result.json
0.5,300000000000000.0,0.1M,114192,3678,1839,1839,0.003,1.7719082415103913,1.763769268989563,120520704,299963498102784,207408.0,53.030950890854,results_p_ar/runs/p_ar_0.5/3e14/0.1M/lr_3.0e-03/result.json
0.5,300000000000000.0,0.2M,205504,2411,1206,1205,0.003,1.759769719839096,1.7496052742004395,79003648,299978509516800,316418.41559518874,40.889342084527016,results_p_ar/runs/p_ar_0.5/3e14/0.2M/lr_3.0e-03/result.json
0.5,300000000000000.0,0.4M,393360,1389,695,694,0.003,1.7333162367343902,1.7280006468296052,45514752,299774571970560,548859.7264218862,33.6559591954574,results_p_ar/runs/p_ar_0.5/3e14/0.4M/lr_3.0e-03/result.json
0.5,300000000000000.0,0.8M,781920,752,376,376,0.003,1.811317902803421,1.8018950939178466,24641536,299795629473792,1013856.0,29.319876614026725,results_p_ar/runs/p_ar_0.5/3e14/0.8M/lr_3.0e-03/result.json
0.5,300000000000000.0,1.6M,1591680,413,207,206,0.003,1.967250370979309,1.9644701838493348,13533184,299375712534528,1843466.847457627,19.90958917979151,results_p_ar/runs/p_ar_0.5/3e14/1.6M/lr_3.0e-03/result.json
0.5,1000000000000000.0,0.1M,114192,12261,6131,6130,0.009,1.685757154226303,1.6737069070339203,401768448,999920020488192,207399.73183264007,181.41965311393142,results_p_ar/runs/p_ar_0.5/1e15/0.1M/lr_9.0e-03/result.json
0.5,1000000000000000.0,0.2M,205504,8035,4018,4017,0.003,1.6529701948165894,1.6368905782699585,263290880,999857187717120,316461.52084629744,126.00668073631823,results_p_ar/runs/p_ar_0.5/1e15/0.2M/lr_3.0e-03/result.json
0.5,1000000000000000.0,0.4M,393360,4631,2316,2315,0.003,1.6430045306682586,1.6287783324718474,151748608,999694207549440,548985.929604837,111.35590199101716,results_p_ar/runs/p_ar_0.5/1e15/0.4M/lr_3.0e-03/result.json
0.5,1000000000000000.0,0.8M,781920,2508,1254,1254,0.001,1.6431339740753175,1.6276421904563905,82182144,999850317447168,1013856.0,95.17315396945924,results_p_ar/runs/p_ar_0.5/1e15/0.8M/lr_1.0e-03/result.json
0.5,1000000000000000.0,1.6M,1591680,1378,689,689,0.003,1.6438788950443268,1.6309233486652375,45154304,999920026779648,1845376.0,46.618840204551816,results_p_ar/runs/p_ar_0.5/1e15/1.6M/lr_3.0e-03/result.json
